,title,wos,clean_abstract
10,Evaluating climate change adaptation strategies and scenarios of enhanced vertical and horizontal compactness at urban scale (a case study for Berlin),WOS:000456906400007,evaluates effectiveness strategy berlin summer day using urban model muklimo_3 white coating green roof combination analysed regarding cooling ability 2 temperature additionally horizontal vertical compactness evaluated term respective impact micro an enhanced albedo urban surface lead highest cooling ability significant daily average cooling 0 2 k per 0 1 increase albedo green roof small cooling effect pedestrian level an increased vertical compactness cooling ability due higher amount shading enhanced horizontal compactness show negative impact micro due raised percentage sealed surface additional urban structure emit additional heat night all strategy show higher effect daytime smaller influence nocturnal temperature
11,Municipal Heat Energy of Ukraine - Adaptation to Global Warming,WOS:000729573500039,rising global temperature exacerbated problem various sector economy including municipal energy therefore task develop measure mechanism implementation guarantee cost effective comfortable reliable heat cold supply building structure experimental study heat transfer monitoring thermal regime enclosing structure building element conducted development innovative engineering system energy supply passive house zero energy type experimental development innovative energy efficient greenhouse gas reducing technology equipment energy supply system building performed architectural construction solution optimized in order expand deepen theory practice improving energy efficiency building near future scientific priority subject basic applied identified developed adaptive innovative energy efficient technology equipment engineering system energy supply building use renewable energy source used practice energy supply housing communal service
12,"Support for public safety power shutoffs in California: Wildfire-related perceived exposure and negative outcomes, prior and current health, risk appraisal and worry",WOS:000786607100002,several region world seeing increase chance catastrophic wildfire driven primarily power company place like california enacting public safety power shutoffs psps type indirect policy reduce risk wildfire period favorable wildfire condition while psps may reduce risk wildfire may also impact health normal daily activity e g inability use certain home medical equipment use fan heat wave unable attend school perform work little known californian view psps personal wildfire experience existing vulnerability may relate view in december 2020 representative sample 1 108 californian surveyed online phone address gap moderate level support psps observed more personal wildfire experience term health hazard exposure hazard outcome positively related wildfire risk appraisal hazard worry turn associated support psps however worry possible negative impact psps negatively related support psps improved communication may provide targeted information household exposed vulnerable wildfire impact well way exposure reduced policy informed understanding hazard solution risk public face may reduce unintended consequence also allowing rapid
13,Climate change and trade in agriculture,WOS:000288305400003,agricultural productivity developing developed country improve achieve substantial increase food production 2050 land water resource become le abundant effect introduce much uncertainty already le resilient production area suffer temperature rise tropical semi tropical latitude water scarce region face even drier condition international trade play important role compensating albeit partially regional change productivity induced while well functioning international trade system support related challenge trade policy imperfect instrument induce le emission globally a well functioning international trading system support related challenge hence welfare gain reform trade policy may greater normally measured also reduce ghg emission globally
14,Build Back Better? Effects of Crisis on Climate Change Adaptation Through Solar Power in Japan and the United States,WOS:000611729400005,do community struck disaster build back better recent small medium n study shown mixed effect mixed method test effect disaster adoption solar power key form building back better adapting to test effect applied large n longitudinal matching experiment city affected unaffected disaster paired qualitative case study focusing 2011 triple disaster japan hurricane sandy 2012 united state find disaster hit city adopt solar farm rooftop solar city unaffected crisis social capital disaster hit community shape adoption pattern by clarifying effect disaster build back better phenomenon comparative case aim guide recovery priority large scale shock
15,Climate change adaptation pathways for Australian residential buildings,WOS:000293487400030,significantly impact total energy consumption greenhouse gas ghg emission residential building therefore properly considered building design operation stage reduce impact identified potential pathway existing new residential building enhancing adaptive capacity accommodate impact maintain total energy consumption ghg emission current level period service life feasibility adaptation demonstrated building energy simulation using representative existing new housing eight zone varying cold temperate hot humid it found heating dominated climate proper level adaptive capacity residential building could achieved simply improving energy efficiency building envelop however cooling dominated region could achieved introducing additional measure use high energy efficient ee appliance adoption renewable energy initial cost implement adaptation assessed suggesting cost effective accommodate future impact existing new house improving building envelop energy efficiency cooling dominated region installing site solar pvs instead heating cooling balanced region
16,Transforming existing weather data for worldwide locations to enable energy and building performance simulation under future climates,WOS:000316535900057,building performance solar energy system simulation typically undertaken standardised weather file generally consider future prediction investigates generation adapted simulation weather data location worldwide readily available data set an approach presented morphing existing energyplus esp r weather epw data uk met office hadley centre general circulation model gcm prediction medium high emission scenario a2 it found united kingdom uk gcm morphed data show smoothing effect relative data generated corresponding regional model rcm output confirmed building performance simulation naturally ventilated uk office building highlight consistent temperature distribution profile gcm rcm morphed data yet shift distribution it demonstrated detailed rcm data becomes available globally morphing gcm data considered viable interim approach generating adapted weather data
17,Planning for Climate Change Implications of High Temperatures and Extreme Heat for Los Angeles County (CA),WOS:000562692500001,problem strategy finding scientist developed high resolution model project local effect however high resolution information widely incorporated plan in analyze high resolution 1 24 x 1 24 mile grid temperature data generated model los angeles county ca data include projected surface air temperature number extreme heat day daily maximum temperature exceeding 95 degree f baseline period 1981 2000 mid 21st century period 2041 2060 data assume human induced greenhouse gas emission continuously increase current level existing built environment find significant geographic heterogeneity term effect los angeles county also given assumption expect inland suburban area urban expansion occurring severe extreme heat effect central coastal area mid century takeaway practice planner engage scientist access use high resolution data use high resolution data need mandated plan making era many region may different spatial pattern extreme heat event require tailored plan in los angeles county example continuing suburbanization inland valley area may need discouraged whereas coastal area least effect may consider denser inclusive redevelopment strategy
18,Heat resilience of apartment buildings in Korea and Germany: comparison of building design and climate,WOS:000751720300002,a major concern enhance heat resilient design residential building however recent scientific literature addressing overheating analysis focussing individual country in discus different design representative apartment building two country influence overheating risk cooling demand conclusion drawn done low rise apartment building located high rise building south korea applying building performance simulation both country located moderate zone regional difference frequency tropical night radiant summer day lead significant difference overheating intensity 800 kh german 5100 kh korean cooling demand 1800 kwh german 1300 kwh korean lower cooling demand much higher overheating intensity korean building compared german mainly caused different solar heat gain due glazed balcony design korean building balcony room actively cooled on contrary common internal facade insulation korean building result higher overheating risk compared german building addition lower potential passive cooling natural ventilation due necessity insect screen korea large effect implementing heat measure overheating risk reduction cooling demand 90 clearly demonstrates building far away heat resilient design heat measure address mitigation
19,Climate change impacts on critical urban infrastructure and urban resiliency strategies for the Middle East,WOS:000545577700012,a number published study demonstrated human habitability primary urban area middle east especially number area gulf cooperation council country affected extreme heat wave elevated wet bulb temperature end 21st century could lead chaos extensive socioeconomic loss caused related disaster rapidly expanding urban area middle east main scope key impact urban area middle east vulnerability critical urban infrastructure system develop strategy create robust urban environment resilient gradual driven event extreme event by efficiently preparing imminent threat posed social economic stability preserved enabling growth changing environment due vulnerability doha extreme dry bulb wet bulb temperature status highlighted term projected future
20,"Integrating blue-green infrastructure in urban planning for climate adaptation: Lessons from Chennai and Kochi, India",WOS:000917272600006,nature based solution reviving blue green infrastructure bgi city gaining global attention in case india rapid urbanization since end twentieth century exacerbated impact significant environmental social economic cost coastal city india commonly face related hazard flooding rise sea level urban heat island assessed usefulness scientific information community knowledge planning reviving maintaining bgi make successful practice coastal city existing waterway water body india coastal city network linked green infrastructure altered sprawling urbanization in response sustainable development goal 11 13 city kochi chennai begun process recovering bgi greater resilience detected shift social administrative perception bgi valuable resource recent time action backwater canal promoted chennai kochi municipal corporation present new step toward mainstreaming bgi local regulatory framework
21,Climate Change Impacts and Adaptations: New Challenges for the Wine Industry,WOS:000399134400008,profound effect vine growing worldwide wine quality also affected raise economic issue possible adaptation may result change plant material viticultural technique wine making process relocation vineyard cooler area increased irrigation option may result potential conflict land water use grape currently grown many region around world grower adapted practice wide range climatic condition found among inside area knowledge precious identifying potential adaptation because affect activity linked wine production grape growing wine making wine economics environmental issue multidisciplinary needed guide grower continue produce high quality wine economical environmentally sustainable way an example interdisciplinary french laccave long term viticulture enology project researcher 23 institute work together issue related impact wine production jelclassifications q1 q5
22,"Using urban climate modelling and improved land use classifications to support climate change adaptation in urban environments: A case study for the city of Klagenfurt, Austria",WOS:000530427100004,outline result current future scenario potentially realizable measure city klagenfurt austria for purpose used microscale urban model muklimo_3 conjunction cuboid method calculate index average number summer hot day per year for baseline simulation used meteorological measurement 1981 2010 weather station located klagenfurt airport individual building structure canopy cover several land monitoring service used derive accurate property land use class domain to characterize effectiveness strategy compared change index several future scenario reference simulation specifically considered two major pathway increase albedo value sealed area e roof wall street ii increase green surface e lawn street roof level high vegetated area e tree result indicate measure show higher potential mitigating hot day others varying reduction 2 3 11 0 an overall combination measure lead maximum reduction 44 0 indicating clear potential reduction mitigation urban heat load furthermore result future scenario reveal possibility remain current level urban heat load daytime next three decade overall combination measure
23,Operation optimization of a solar hybrid CCHP system for adaptation to climate change,WOS:000563960500006,combined cooling heating power system cchp coupled solar energy widely used building energy supply advantage high energy utilization efficiency lower pollution emission however many influencing factor complicated structure fluctuation renewable energy source led ineffective system scheme configuration in particular fluctuation meteorological element temperature radiation increased difficulty forecasting user load estimating renewable energy output used five star hotel shanghai china case established improved version operation optimization model solar hybrid cchp system there two major innovation regional simulation software precis applied predict temperature radiation change region next 80 year predicted result plugged input dest software solar system output calculation formula estimate user load system output ii output step incorporated operation optimization model hybrid system generating appropriate operation scheme could help adapt obtained result show rcp scenario user side cooling demand increase annually in contrast heating demand decrease time their variation degree rcp8 5 scenario exceeds rcp4 5 scenario directly affect system output in addition external meteorological element selected key parameter step electricity price cascade utilization mechanism also affect equipment output compared traditional optimization model based historical meteorological data optimal operational scheme could effectively avoid imbalance energy supply demand caused extremely high temperature event also reduce excessive energy supply warm winter condition
24,"Global Warming Projections Using the Community Climate System Model, CCSM3",WOS:000262038600014,provides outline global warming projection made using atmosphere ocean coupled model ccsm3 result show even concentration greenhouse gas atmosphere stabilized temperature sea level continue rise next hundred year hysteresis effect appear sea level change depending pathway concentration future it become increasingly important future activity fully consider adaptation addition attempting mitigate global warming emission reduction
25,Heat-Moderating Effects of Bus Stop Shelters and Tree Shade on Public Transport Ridership,WOS:000611270700001,rising temperature threaten resilience public transit system determined whether bus stop shelter tree canopy surrounding bus stop moderated effect warm season temperature ridership austin texas whether shelter tree equitably distributed for bus stop n 2271 capital metropolitan transportation authority boarding per bus measured 1 april 30 september 2019 air temperature data originated camp mabry weather station tree canopy calculated classification high resolution aerial imagery national agriculture imagery program data race ethnicity poverty level median age bus commuter within census tract bus stop originated 2014 2018 american community survey using multilevel negative binomial regression model found shelter moderate effect high temperature ridership p 0 05 during high temperature one percent increase tree canopy associated lesser decrease 1 6 ridership compared tree 1 7 p 0 001 in general shelter tree equitably distributed insignificant modest effect shelter tree ridership high temperature may attributed transit dependency rider for recommend tree planting bus stop protect ridership loss unhealthy exposure extreme heat
26,Using green infrastructure for urban climate-proofing: An evaluation of heat mitigation measures at the micro-scale,WOS:000391471000034,urban green infrastructure ugi increasingly promoted key measure mitigate heat stress city caused urban heat island effect impact including variability extreme however comparable information concerning performance different ugi type moderate impact mostly lacking creates serious challenge urban planner need decide effective measure considering spatial administrative constraint investigates different type quantity ugi e tree green roof green facade affect pedestrian thermal comfort applied high density residential area current future climatic condition average increase afternoon physiological equivalent temperature pet value 2 4 k however could vastly reduced different ugi scenario planting tree strongest impact average pet reduction 13 compared existing vegetation tree shade open space provide evapotranspirative cooling another valuable option green facade mitigating effect 5 10 in contrast effect green roof negligible our result indicate increasing share green cover directly correspond magnitude pet reduction placing vegetation strategically heat exposed area effective aiming high percentage green cover conclude extensive comparative analysis provides empirical evidence support ugi micro scale assist planner decision maker effectively select prioritise concrete measure adapt
27,Crucial Role of Energy Storage in the Use of Renewable Energy,WOS:000343761100050,in recent year order mitigate adapt lot renewable energy e g wind solar energy used nevertheless exploitation renewable energy source even good potential resource may problematic due variable intermittent nature at present energy storage feasible way solve difficult problem in first discus purpose well main type energy storage advantage utilizing thermal electrical energy storage reviewed emphasizing vital role promoting large scale utilization renewable energy finally future development demand pointed
28,Drivers of self-reported heat stress in the Australian labour force,WOS:000389684600034,heat stress cause reduction well health a average annual temperature increase heat stress expected affect people while heat stress explored exposure heat affect functioning human organism stress heat manifest long clinical symptom evident profound effect behavior here add little conducted subclinical effect environmental heat using result australian wide cross sectional nearly 2000 respondent self reported level heat stress slightly le half 47 respondent perceived least sometimes often often stressed heat previous 12 month health status smoking behavior expected impact self reported perceived heat stress there also regional difference people living south victoria new south wale likely reported felt heat stressed people generally worried influenced recent heat wave thought relationship health also likely heat stressed surprisingly average maximum temperature significantly explain heat stress stress greater among people perceived day survey hotter usual currently heat stress index largely based monitoring environment physical limitation people coping heat our result suggest psychological perception heat need considered predicting people affected heat developing heat relief plan work home public space conclude perception temperature heat stress complement measure ass heat exposure heat strain
29,Assessing the performance potential of climate adaptive greenhouse shells,WOS:000466999400044,agriculture responsible 7 2 final energy consumption netherlands energy used heating lighting greenhouse sector currently greenhouse sector face major challenge reducing energy demand increasing crop quality quantity one route improve performance industrial greenhouse could based using adaptive shell these shell capable changing thermal optical property hourly daily seasonal basis optimize performance adaptive shell concept show considerable potential performance improvement building sector however potential greenhouse sector yet unknown quantifies potential predicting energy saving increase net profit using new framework based numerical simulation optimization technique simulation result show adaptive greenhouse shell increase net profit 7 20 tomato producing dutch greenhouse monthly hourly resulted considerable primary energy saving 23 37 respectively it expected predicted net profit increase energy saving drive attention greenhouse industry towards development adaptive greenhouse shell
30,Air temperature drives the evolution of mid-infrared optical properties of butterfly wings,WOS:000731322900066,uncovers correlation mid infrared emissivity butterfly wing average air temperature habitat across world butterfly cooler climate lower mid infrared emissivity limit heat loss surroundings butterfly warmer climate higher mid infrared emissivity enhances radiative cooling mid infrared emissivity showed correlation investigated climatic factor phylogenetic independent contrast analysis indicates microstructures butterfly wing may evolved part regulate mid infrared emissivity rather phylogenetic inertia our finding offer new insight role microstructures thermoregulation suggest evolutionary physical constraint butterfly ability adapt
31,Learning from artificial glaciers in the Himalaya: design for climate change through low-tech infrastructural devices,WOS:000342314400002,in face global radical design proposal present rare optimistic perspective future environmental ultimately human survival artificial glacier himalaya illustrate one many innovative landform design recently emerged response challenge these project represent new genre design work could considerable implication profession landscape architecture a city town confront volatile environmental condition twenty first century broad reach disciplinary expertise landscape architecture could provide valuable design thinking around geoengineering mitigation however large scale infrastructural project artificial glacier appear mediate negative effect short term solution may provide temporary relief larger crisis warming planet
32,Climate change: Charting a water course in an uncertain future,WOS:000256740100009,planet warming many scientist agree rise temperature human made however science developed model predict effect increasing temperature still water utility must plan uncertainty effect water supply operation finding comprehensive case conducted east bay municipal utility district california strategy mitigate adapt change presented water utility must include water supply availability resource planning use case framework information presented applicable long term water supply planning assist decision making
33,Financing for climate change,WOS:000311656100005,argues 2009 pledge 100 billion 2020 rich country mitigation used mitigation commercial firm developing country since would artificially create competitive advantage firm provoke protectionist reaction rich country firm must bear cost mitigation thereby undermining world trading system cost heating earth surface borne emitter price copper scarce resource paid user rich poor that still leave scope rich country help bringing fruition new technology reduce emission 2012 elsevier b v all right reserved
34,The Effect of Climate Factors on 400 Years of Traditional Chinese Residential Building Roof Design: A Study from Southwest China,WOS:000938427600001,indigenous people used architecture millennium adapt climatic factor achieve stable comfortable living these adaptation still inform design contemporary regional architecture in order explore relationship traditional dwelling climatic factor examine building four province city southwest china a database created using detailed data obtained literature indicator climatic factor e g temperature precipitation temperature difference wind speed solar radiation architectural element e g roof slope eave length thorough statistical analysis show 1 mpwm significant correlation slope angle traditional building roof recommended predictor multivariate equation 2 temperature wind speed significant correlate roof slope multiple regression model dominated amt aws serf good predictor roof slope 3 solar radiation correlated roof slope largest correlate eaves length traditional building amsr aws also dominantly affect eaves length regression relationship these result serve reference catalog use traditional passive technology guide design green building however needed refine use passive technology adapt
35,Recent increases in terrestrial carbon uptake at little cost to the water cycle,WOS:000406156600009,quantifying response coupled carbon water cycle current global warming rising atmospheric co2 concentration crucial predicting adapting change here show terrestrial carbon uptake e gross primary production increased significantly 1982 2011 using combination ground based remotely sensed land atmospheric observation importantly find terrestrial carbon uptake increase accompanied proportional increase water use e evapotranspiration largely 90 driven increased carbon uptake per unit water use e water use efficiency increased water use efficiency positively related rising co2 concentration increased canopy leaf area index negatively influenced increased vapour pressure deficit our finding suggest rising atmospheric co2 concentration caused shift terrestrial water economics carbon uptake
36,Extending the existing heat/health warning system with indoor heat load predictions,WOS:000258541400004,a heat health warning system hhws established measure direct consequence heat wave 2003 system used german weather service currently provides information outdoor condition e data indoor may differ significantly ambient condition provided describes extension existing heat health warning system based thermal building simulation model it enables internal heat load estimated based predicted meteorological condition while prediction model limited worst case scenario practicability reason information derived load value nevertheless useful technique used summer 2007 parallel conventional system illustrating added value
37,Shading Impact analysis from tall buildings over three public spaces in Curitiba/PR,WOS:000709796900001,building shading city crucial element shaping inviting public space adapted changing in view increase building height defined last update urban legislation city curitiba pr took place 2019 aim analyze impact shading surrounding building simulation three square located different zoning consolidated expanding allow building least six floor method composed different step open data result different map summer winter solstice equinox analyzes demonstrate simulation carried considering building height acquisition constructive potential shading impact public space considerable especially winter solstice considering curitiba city characterized cold time year ample solar access public space recommended it argued impact building shading possibility delimiting restrictive index urban planning process
38,ELF3 Controls Thermoresponsive Growth in Arabidopsis,WOS:000348129100020,plant development highly responsive ambient temperature trait linked ability plant adapt 1 mechanism natural population modulate thermoresponsiveness known 2 to address surveyed arabidopsis accession variation thermal responsiveness elongation growth mapped corresponding locus find transcriptional regulator early flowering3 elf3 control elongation growth response temperature through combination modeling experiment show high temperature relief gating growth night highlighting importance temperature dependent repressor growth elf3 gating transcriptional target responds rapidly reversibly change temperature show binding elf3 target promoter temperature dependent suggesting mechanism temperature directly control elf3 activity
39,Is Greenness Priced in the Market? Evidence from Green Bond Issuance in China,WOS:000640092400007,green bond bond defined use proceeds toward mitigating adapting solving environmental problem although green bond market expanded rapidly recent year attracted great investment attention whether investor identify greenwashing behavior remains primary concern take advantage unique feature chinese green bond market allows proportion proceeds used nongreen purpose author find greener bond proceeds used green project sold premium pricing differential primarily driven bond proceeds used 100 green project author also show green bond verified third party lower yield spread effect stronger reputable third party overall result suggest investor reward fully green bond investor discern greenwashing
40,"Urban climate change-related effects on extreme heat events in Rostock, Germany",WOS:000382671000021,urban heat island effect pose challenge several city may affect human ecosystem health it proven relatively small urban conglomeration mid latitude case region rostock undergone considerable effect recently noticeable particularly warm season due climatic change effect expected alter intensity frequency investigated using model focus interaction land use surface temperature specific air condition city model enables urban surface temperature difference projected regard different assumption future planned land use land cover specific characteristic in addition 99th percentile summer day period 1961 1990 scenario run regional model rcms used example extreme heat event frequency occurrence extreme heat event resembling occurring present day four 2041 2070 six 2071 2100 time higher respectively furthermore average temperature defined extreme heat day rise 1 6 3 4 degree
41,"Assessing heat wave vulnerability in Beijing and its districts, using a three dimensional model",WOS:000462461900005,an urban heat wave vulnerability index hwvi created tested beijing different district city it based limited number indicator enough indicator effectively measure heat wave vulnerability hwvi developed us data 9 individual indicator covering three core component exposure sensibility adaptive capacity testing hwvi show heat wave vulnerability increased slightly beijing period 2008 2016 vulnerability differs 16 district beijing high vulnerability observed urban downtown area development area lower vulnerability measured urban periphery very low vulnerability found ecological conservation area district develops applies methodological approach could serve mega city developing heat wave policy finding relevant beijing develop action
42,Effects of urbanization and global climate change on regional climate in the Pearl River Delta and thermal comfort implications,WOS:000465863900009,urbanization affecting regional therefore thermal comfort fully understood especially public health perspective applied model driven combination land cover development two representative concentration pathway rcp4 5 rcp8 5 predict composite climatic adjustment pearl river delta prd china our finding showed 10 increase urban land cover cause 0 11 k increase surface temperature prd urban temperature rise 0 15 0 21 k global alone found urbanization marginal effect thermal comfort despite increasing surface temperature prd moreover global increase frequency temperature exceed critical temperature reported literature extreme heat stress level 95th percentile baseline year our finding offer scientific basis understanding heat related health risk urban area
43,"Farmers' attitudes towards environmental change, particularly global warming, and the adjustment of crop mix and farm management",WOS:A1996UK93100005,there consensus amongst climatologist global warming become apparent simulation warming scenario demonstrated would impact crop already produced area possibility may exist introduction new crop area previously unsuitable although primary impact warmer crop studied little consideration farmer attitude towards effect farm attitude farmer farm manager towards environment examined us example two crop vining pea navy bean explore adaptation farmer may make farmer predict combination positive negative impact global warming think logistical change enable adapt would also consider possibility introducing new crop navy bean
44,Design and Implementation of an Intelligent Windowsill System Using Smart Handheld Device and Fuzzy Microcontroller,WOS:000400822900171,with advance science technology people desire convenient comfortable living creating comfortable healthy indoor environment major consideration designing smart home a handheld device become increasingly powerful ubiquitous proposes innovative use smart handheld device shd using mit app inventor fuzzy control perform real time monitoring smart control designed intelligent windowsill system iw smart home a compact weather station consists environment sensor constructed iw measuring indoor illuminance temperature humidity carbon dioxide co2 concentration outdoor rain wind direction according measured environment information proposed system automatically send command fuzzy microcontroller performed arduino uno fully partly open electric curtain electric window adapting change indoor outdoor environment moreover iw automatically close window rain splashing window presented novel control method windowsill expands shd application greatly enhances convenience user to validate feasibility effectiveness iw laboratory prototype built confirmed experimentally
