,title,wos,clean_abstract
10,"Managing Rural Development in the Mountain State of Sikkim, India",WOS:000305478400017,rural development vast sector encompasses infrastructure creation sustainable livelihood decentralized governance mountain landscape inherent constraint remoteness sensitive ecosystem marginality pose unique challenge rural development undertook assessment evolution development theme rural development progress made mountain state sikkim past decade found rapidly growing national economy facilitated 4 fold rise investment key rural development subsectors sikkim past 5 year significant enhancement financial investment coupled good governance innovative policy ensured human development indicator along social infrastructure creation shown impressive progress setting village cluster level support office strengthen governance transforming regular program mission mode great political determination adopting saturation approach financing improved earthquake resistant housing poor household promoting adaption measure enhance rural water security innovative approach potential transferred mountain area propose expansion capacity economic opportunity rural area prioritizing self employment sector expanding nonfarm rural economy youth training placement continuing commitment strengthening democratic institution procedure ensure rapid inclusive growth rural economy
11,Agricultural Adaptation to Global Warming in the Tibetan Plateau,WOS:000494748600182,tibetan plateau one sensitive area china significantly affected global warming from 1961 2017 annual air temperature increased 0 32 degree
12,IMPACT OF CLIMATE CHANGE ON THE RUNOFF REGIME OF AN EASTERN HIMALAYAN RIVER BASIN,WOS:000366543000010,present carried trans boundary subansiri sub basin brahmaputra river basin subansiri largest tributary brahmaputra within india river system practical importance hold high water resource well hydropower potential country still remains highly developed probable impact analyzed using hypothetical scenario understand behavior total streamflow well snowmelt runoff changing condition based simulation daily snowmelt runoff model snowmod using six year data observed total stream flow well snowmelt runoff increase temperature snowmelt runoff found increase 5 12 increase 1 degree
13,Economic and environmental comparison of conventional and conservation agriculture in South African wheat production,WOS:000934401900001,global wheat yield must increase meet current rising global demand despite increasing threat production resulting one strategy wheat production western cape south africa conservation agriculture ca using data set 1 043 plot level wheat observation collected langgewens tygerhoek farm 2002 2020 conduct stepwise life cycle assessment lca estimate environmental economic impact switching conventional wheat production ca zero tillage zero till tillage till system result indicate ca profitable higher environmental efficiency conventional tillage wheat production in langgewens zero till till respectively 113 55 efficient conventional tillage comparing environmental impact producing one kg wheat finding also suggest compared 100 conventional tillage wheat production adoption ca system led reduction environmental damage valued r269 2 r402 5 million western cape
14,Observed trends of climate and land cover changes in Lake Baikal basin,WOS:000448260000001,land cover vegetation lake baikal basin lbb considered highly susceptible however le information trend land cover lbb thus le understanding watershed sensitivity adaptability here identified spatial temporal pattern change 1979 2016 land cover vegetation 2000 2010 lbb during past 40years little increase precipitation air temperature increased 1 4 degree
15,Evaluation of adaptation measures to counteract rising groundwater levels in urban areas in response to climate change,WOS:000899719700001,for increasing number urban area denmark country temperate large seasonal variation precipitation evaporation groundwater recharge cause problem high groundwater level winter private house owner industry public institution infrastructure several factor contribute problem e g increase winter precipitation renovation old leaky sewer pipe previously acting drain system closure groundwater abstraction drinking water urban area response pollution four measure compared detailed hydrological model town sunds located western part denmark two grey one green one blue measure evaluated grey solution involve 1 installing drainage pipe third pipe alongside existing sewer pipe 2 lowering water table groundwater pumping shallow well including storage water deeper aquifer use drier summer green solution involves planting new forest around town blue solution establish new ditch town a model project precipitation especially winter used evaluate robustness different measure wetter northern european area hydrological modelling show third pipe effective four measure tested new ditch effective solution lower water table limited areal coverage
16,Use of residential wood heating in a context of climate change: a population survey in Quebec (Canada),WOS:000257164400002,background wood heating recommended several country cc measure mainly increase autonomy household power outage due extreme climatic event aim examine various perception individual characteristic associated wood heating survey cc adaptation method a telephone survey n 2 545 adult living southern part province quebec conducted early fall season 2005 questionnaire used closed question measured respondent belief current adaptation cc calibration weighting used adjust data analysis respondent age language stratified sampling based health region result more three four respondent access single source energy home mainly electricity 22 2 combined two source 18 5 heated wood occasionally daily winter prevalence wood heating higher peripheral region urban region higher proportion respondent living apartment prevalence also higher participant completely disagreeing 38 5 eventual prohibition wood heating smog winter compared respondent somewhat disagreeing 24 2 agreeing somewhat 17 5 completely 10 4 adoption strategy it appears perception living region susceptible winter smog smog warning medium belief human contribution cc influence significantly wood heating practice conclusion increased residential wood heating could well become maladaptation given known consequence winter smog respiratory health it would thus appropriate implement long term national program improved controlled residential wood heating would constitute regret reducing air pollution associated health impact
17,"PROBLEMS, CHALLENGES, AND STRATEGIC OPTIONS OF GRAIN SECURITY IN CHINA",WOS:000273139200004,given china large population size attainment grain security become national global issue in last decade concerted effort chinese government people meet grain demand highly successful despite current global grain crisis china grain market remained relatively stable allowing contribute world grain security purpose chapter give overview grain security china analysis present national global grain security well historical accounting important factor led success chinese grain production process analyzed detail discussing depth achievement experience used reference country although currently stable grain security china face many long term challenge loss cultivated land degradation urbanization limited water resource frequent natural disaster impact vulnerable ecosystem increased demand population growth improved standard living small scale agricultural economy outdated aging agricultural infrastructure among others chapter detail suggested countermeasure taken guarantee grain security including improvement agricultural infrastructure increased fiscal input greater use science technology protection cultivated land water resource support farmer livelihood climatic improvement grassland agriculture control population growth etc chapter concludes two case study serving tie chapter together idea china present success proactive long term plan working thus presenting highly favorable outlook future
18,"Climate Change, Farm Irrigation Facilities, and Agriculture Total Factor Productivity: Evidence from China",WOS:000941478400001,due trend global warming individual walk life paid close attention affect food security china sizable nation rich diverse range food crop interest researcher additionally little mention agricultural technology farm irrigation facility academic agricultural economic growth china a result us sbm model panel fixed effect model sys gmm model examine development trend food security based panel data chinese province 2000 2020 found china maintained average annual growth rate 4 3 agricultural total factor productivity tfp recent year despite impact extreme weather average annual precipitation depressing influence tfp agriculture average annual temperature opposite effect farm irrigation facility agricultural technology moderating impact mostly shown well attenuate impact tfp agriculture food crop thereby improved ability survive natural risk attain higher yield result advancement agricultural technology increasing investment contemporary farm irrigation facility conclusion used make suggestion strengthening necessary ensure food security strategic policy storing grain technology storing grain soil advancement contemporary agricultural technology must put reality management system grain reserve improved
19,Simulating winter wheat production potential under near-future climate change in arid regions of northeast Iran,WOS:000765644200001,water scarcity key challenge arid region exacerbates cc must considered ass impact cc cropping system a crop modeling approach employed using csm cere wheat model arid region northeast iran project effect cc irrigated winter wheat production current data 1990 2019 projection three model near future period 2021 2050 rcp4 5 rcp8 5 emission scenario used run crop model two irrigation scenario different irrigation efficiency also simulated investigate impact water scarcity associated changing irrigation management winter wheat productivity result indicated mean temperature projected increase range 1 74 2 73 degree
20,"Increasing cropping intensity in response to climate Warming in Tibetan Plateau, China",WOS:000315831900005,effect global warming agriculture attracted lot attention however agricultural response hardly documented alpine region tibetan plateau tp low agricultural portion increasing minority play important role regional food security due growing population region brahmaputra river two tributary tibet autonomous region brit main alpine agricultural area tp rapid warming substantially affected agro resource altered cropland pattern well cropping intensity in explored warming affected cropping intensity past decade brtt potentially spatial distribution single double cropping system different decade 1970s 19805 1990s 2000s simulated based cropping suitability model considering climatic terrain water factor result showed significant increase cropping intensity region response warming area suitable single cropping increased 19 110 km 2 1970s 19 980 km 2 2000s expanding downstream valley lhasa river nyang qu river tributary brahmaputra upstream valley area suitable double cropping gradually increased 9 km 2 1970s 2015 km 2 2000s expanding lower reach brahmaputra river lhoka prefecture upper one well lhasa river tributary upper limit elevation suitable single cropping rose vertically 5001 sea level asl 5032m asl 1970s 2000s meanwhile double cropping rose 3608 asl 3813 asl overall increased cropland area cropping intensity due climatic warming could increase food production brit extent further investigation potential uncertain effect warming still needed regional agricultural adaption
21,Importance of snow and glacier meltwater for agriculture on the Indo-Gangetic Plain,WOS:000474685000017,densely populated floodplain downstream asia mountain range depend heavily mountain water resource particular irrigation an intensive complex multi cropping irrigated agricultural system developed optimize use mountain water resource conjunction monsoonal rainfall snow glacier melt thereby modulate seasonal pattern river flow together groundwater provide water rainfall scarce expected weaken modulating effect potentially strong effect food production one world breadbasket here quantify space time crop specific dependence agriculture indo gangetic plain mountain water resource using coupled state art high resolution cryosphere hydrology crop model show dependence varies strongly space time highest indus basin pre monsoon season 60 total irrigation withdrawal originate mountain snow glacier melt contributes additional 11 total crop production although dependence floodplain ganges comparatively lower meltwater still essential dry season particular crop sugar cane dependency meltwater brahmaputra negligible in total 129 million farmer indus ganges substantially depend snow glacier melt livelihood snow glacier melt provides enough water grow food crop sustain balanced diet 38 million people these finding provide important information agricultural policy hot spot shift water availability demand projected result socio economic growth
22,"Assessment of Spatio-Temporal Variation and Driving Mechanism of Ecological Environment Quality in the Arid Regions of Central Asia, Xinjiang",WOS:000672004100001,grassland ecosystem increasingly threatened pressure intensified human activity especially arid region central asia a comprehensive understanding ecological environment change crucial human implement environmental protection measure adapt alleviate contradiction human land in fractional vegetation coverage fvc leaf area index lai gross primary productivity vegetation gpp land surface temperature lst wetness wet retrieved moderate resolution imaging spectroradiometer modis satellite remote sensing product 2008 2018 principal component analysis pca used establish modis data based ecological index modei area spatial differentiation characteristic driving mechanism ecological quality last ten year explored result showed 1 fvc gpp lai wet positive effect ecological environment lst negative impact ecological environment fvc gpp significant indicator 2 modei showed spatial pattern excellent north poor south changed north south area 3 from 2008 2018 average modei fuyun county increased 0 292 0 303 indicating ecological quality fuyun county became better overall improved area mainly located summer pasture higher elevation in comparison deteriorated area concentrated spring autumn pasture winter pasture lower elevation area ecological environment obviously improved degraded distributed along bank irtysh river ulungur river 4 with increase precipitation decrease grazing pressure modei summer pasture improved deterioration ecological environment quality spring autumn pasture winter pasture related excessive grazing pressure significant change modei side river associated implementing herdsman settlement project on one hand implementation newly settled village increased area construction land side river led deterioration ecological quality hand due increase cropland land planting artificial grass along river ecological quality improved offer significant information manager make targeted ecological restoration effort ecologically fragile area
23,Crop yield responses to climate change in the Huang-Huai-Hai Plain of China,WOS:000279042000012,global may impact grain production atmospheric condition water supply particularly intensive cropping double wheat maize system effect grain production winter wheat summer maize cropping system investigated corresponding temperature rising 2 5 degree
24,Adaptation policy and practice in densely populated glacier-fed river basins of South Asia: a systematic review,WOS:000354404600007,river cultural social economic backbone south asia therefore focus public political scientific debate himalayan glacier source numerous large asian river system support rich ecosystem irrigate million hectare field thereby supporting billion people live catchment impact river system likely considerable social economic ecological political implication review literature three major glacier fed river system south asia brahmaputra ganga indus understand governance mechanism region a systematic methodology applied examine response riparian country himalayan river basin three different level policy objective institution practice using fit purpose governance framework try examine far near region operationalizing principle adaptive governance
25,Wildfire and climate change adaptation of western North American forests: a case for intentional management,WOS:000688265100001,forest landscape across western north america wna experienced extensive change last two century climatic warming become global reality last four decade resulting interaction historical increase forested area density recent rapid warming increasing insect mortality wildfire burned area leading substantial abrupt landscape alteration these outcome forcing forest planner manager identify strategy modify future outcome ecologically socially undesirable past forest management including widespread harvest fire tolerant large old tree old forest fire exclusion indigenous lightning ignition highly effective wildfire suppression contributed current state wna forest these practice successful meeting short term demand match poorly modern reality hagmann et al century observation multi scale multi proxy evidence detail widespread change forested landscape wildfire regime since influx european colonist over preceding 10 millennium large area wna already settled proactively managed intentional burning indigenous tribe prichard et al management practice historically applied indigenous tribe currently applied manager intentionally manage forest resilient condition they address 10 question surrounding application relevance management practice here highlight main finding paper offer recommendation management discus progress paralysis often occurs strict adherence precautionary principle offer insight dealing common problem irreducible uncertainty suggestion reframing management policy direction identify key knowledge gap need
26,Evaluating Potential Dryland Cropping Systems Adapted to Climate Change in the Central Great Plains,WOS:000387555700023,semiarid central great plain expected become warmer drier coming decade potentially greater variability precipitation temperature cropping system include forage allow flexibility determining crop planted crop plant based available soil water planting may provide opportunity maintain economic viability changing environment objective compare cropping system productivity profitability flexible rotation incorporate forage grain based cropping system set rotational sequence yield net return five set rotation three flexible rotation compared akron co 5 yr winter wheat triticum aestivum l yield reduced 57 fallow period prior wheat production replaced crop production average net income greatest continuously cropped forage set 3 yr rotation followed flexible 3 yr rotation included wheat forage phase lowest net return seen set grain based rotation flexible wheat grain crop rotation incorporating forage production phase dryland wheat rotational system add profitability sustainability production system face variability
27,Increased yield potential of wheat-maize cropping system in the North China Plain by climate change adaptation,WOS:000306337100015,in north china plain grain yield irrigated wheat maize cropping system steadily increasing past decade significant warming combined regional field data modeling analyze change last 40 year investigate influence change crop variety management option crop yield in particular examined impact planned strategy double delay technology e delay sowing time wheat harvesting time maize wheat maize yield result show improved crop variety management option compensated negative impact reduced crop growth period crop yield due increase temperature contributed significantly crop yield increase increase temperature wintering stage enabled late sowing winter wheat late harvesting maize leading overall 4 6 increase total grain yield wheat maize system increased use farming machine minimum tillage technology also shortened time field preparation harvest time summer maize sowing time winter wheat facilitated later harvest summer maize
28,"Farmers and herders reclaim cropland to adapt to climate change in the eastern Tibetan Plateau: a case study in Zamtang County, China",WOS:000645904500001,tibetan plateau tp experienced rapid warming since 1980s previous study mainly based theoretical model remote sensing interpretation regional scale revealed cropland expansion high altitude area tp identified agro pastoral transition zone major cropland expansion area however study investigated whether farmer herder reclaim cropland factor affect reclamation decision aimed investigate impact decision farmer herder regarding cropland reclamation eastern tp zamtang county considered case by adopting participatory rural appraisal method data collected interview 169 household zamtang county determinant factor cropland reclamation decision examined assistance probit model result showed 1 cropland reclamation increased agricultural village agro pastoral village pastoral village increasing altitude effect warming population pressure thus case confirmed finding previous study based theoretical model remote sensing interpretation 2 perception change precipitation spring frost borrowed money government subsidy imposed significant negative effect reclamation decision farmer herder income obtained gathering cordyceps fungi distance residence town number plot attained significant positive correlation reclamation decision provides reference local government regarding implementation measure promote livelihood transition farmer herder could help relieve population pressure reduce ecological risk related cropland reclamation
29,Interstadial conditions over the Southern Alps during the early penultimate glacial (MIS 6): a multiproxy record from Rio Martino Cave (Italy),WOS:000631046400009,identifying hydrological environmental response european alpine region different combination boundary condition crucial advance reliability predictive model thus shape policy impact million people seven country here present high resolution multiproxy speleothem record stable oxygen carbon isotope ratio petrography magnetic property rio martino cave piedmont southern alp italy cover first part penultimate glacial early mi 6 182 157 ka during early mi 6 combination high climatic precession obliquity amplified peak northern hemisphere nh summer insolation intensity ca 174 ka almost interglacial level leading northward migration intertropical convergence zone enhancement boreal monsoon system at orbital scale hydroclimatic record rio martino closely follows precession pattern show wet interstadial phase 180 170 ka peaking precession minimum characterized glacial retreat likely development soil vegetation 1900 2000 l alpine sector phase traced across southern alp corresponds pluvial condition inferred western mediterranean record interval deposition cold sapropel s6 eastern mediterranean suggest interaction intensified northwesterly cold flow relating increased ice volume glacial condition relatively warm water nw mediterranean due peculiar atmospheric configuration occurring precession minimum strongly enhanced autumn cyclogenesis northern tyrrhenian sea fuelling intense precipitation reach southern alp rio martino record also show prominent sub orbital variability overall structure coherent hemispheric change driven cyclic perturbation north atlantic condition related operation bipolar seesaw
30,Review and synthesis of climate change studies in the Himalayan region,WOS:000717378200003,there region world impact intense region world himalaya case himalaya one biodiversity hotspot region provider ecosystem service billion people across world present reviewed synthesized study himalayan region general indian himalayan region ihr particular analysis literature indicates exponentially increase study 2005 onward ihr maximum jammu kashmir 105 followed uttarakhand 100 himachal pradesh 77 among subject type maximum impact studied water resource glacier retreat 141 study followed agriculture 113 forest biodiversity 86 increasing temperature frequent drought spell erratic rainfall declining snowfall commonly reported indicator for instance temperature reported increase 1 5 degree
31,Future climate of the Carpathians: climate change hot-spots and implications for ecosystems,WOS:000376314400021,carpathians largest european mountain range harbour exceptional biodiversity however recent anticipated change along rapid social economic development suggest region value may sustained strived identify main regional hot spot evaluate distribution climatically exposed land use type ecosystem analysis based 10 model driven emission scenario a1b to identify hot spot adopted methodology based trajectory multidimensional space three hot spot western carpathians czech republic slovakia hungary two ukraine three romanian serbian carpathians region highest aggregate exposure e 70 regional range mostly covered broadleaved forest 39 agricultural land 30 pasture woodland 15 these region also contained 15 protected area 36 total human population carpathians while growing season length main factor affecting hot spot magnitude north west precipitation related variable main factor east south analysis inter model variability indicated level confidence hot spot position magnitude differed among hot spot in addition identifying large scale regional pattern showed sub region remarkably high exposure hot spot distribution lower elevation suggests carpathian ecosystem water limited environment may particularly exposed
32,Model sensitivity of simulated yield of winter oilseed rape to climate change scenarios in Europe,WOS:000672763400004,winter oilseed rape wosr europe prime oilseed crop grown biofuel edible oil production to investigate effect yield winter oilseed rape two crop model hermes hume osr used investigated sensitivity crop model parameter proxy plant trait for model global sensitivity analysis performed current temperature increase 2 4 degree
33,Artificially Induced Floods to Manage Forest Habitats Under Climate Change,WOS:000452169600001,global affecting agroforestry inherent ecosystem sweden here examine benefit ecologically adjusted dam regulation conserve biodiversity floodplain habitat including meadow riparian mixed forest natural flood regime snow dominated region changed significantly last decade line projection ecosystem temporary flooded forest show high biodiversity dependent river high flow long duration these event rare new scenario hand snow fed river also affected hydropower dam regulation in explored potential using reservoir regulation artificially induce flood event water management would method conserve biodiversity forest habitat adapt management made detailed calculation lower dalalven river central sweden using observed time series river flow dynamic scenario modeling highly valuable natura 2000 habitat here show long term flooding le frequent since extensive hydropower introduced 1920s moreover since 1990 spring flood low due low snow storage short winter season sustainable management 50 riparian forest requires flooding 25 continuous day 800 3 1 found artificial flood using new ecological regulation regime upstream hydropower reservoir would help enough achieve goal new regulation routine would correspond loss 50 200 gwh hydropower production artificial flood sustainable ecosystem site request flooding every year every fifth year for practical implementation county board currently driving process locally discus relevant social feature legal funding aspect adaptive management water forest a smaller part forest could probably rescued cost could potentially lowered using snow rich year seasonal forecasting river flow optimal timing water release dam induce flooding
