,title,wos,clean_abstract
10,Irrigation water demand of selected agricultural crops in Germany between 1902 and 2010,WOS:000382269000125,irrigation water demand iwd increasing worldwide including region characterized low precipitation level yet grow water demanding crop sugar beet potato vegetable aimed calculate analyze spatial temporal change iwd four crop spring barley oat winter wheat potato 1902 2010 using modeling software agrohyd farmmodel climatic condition continued investigation period increase temperature 0 01 k yr increase precipitation 1 mm yr nevertheless significant increasing decreasing trend iwd noted analysis iwd investigated crop area current federal republic 109 year 112 mm yr varying 100 127 mm yr change cropping pattern cultivated area last century caused large difference iwd calculated administrative district mean annual iwd period divided 4 part varied 13 455 mm 3 yr earliest period 1902 1919 4717 mm 3 yr latest period 1990 2010 policy management measure adapt currently debated presented result suggest effect choice crop case change cropping pattern german nation state stronger influence regional water resource variability thus influence water resource relativized brings important input debate
11,Can farmers use maize earliness choice and sowing dates to cope with future water scarcity? A modelling approach applied to south-western France,WOS:000351806800012,to sustain food production future agricultural sector must adapt agronomic mean in midi pyrenees south western france maize main irrigated crop increasing pressure water resource challenge appropriateness crop region in evaluated impact temperature precipitation change sowing harvesting period maize consequently suitability cultivar earliness sowing harvest window future next quantified yield irrigation requirement three earliness choice early medium late appropriate sowing harvest window ran three simulation model scenario first sowing model predicts day suitable sowing maize second moderato predicts yield irrigation requirement suitable sowing day third harvest model predicts day suitable harvesting ran model simulated weather data series covering reference period 1971 2000 two future period 2021 2050 2071 2100 area also calculated climatic agronomic index understand change maize sowing day maize growing period suitable earliness choice due two future period compared reference period result showed increase thermal time decrease rainfall future influence maize earliness choice growing period yield irrigation requirement trade farmer maize earliness choice suitable maize growing period increase future late earliness maize cultivar cultivated future however associated irrigation requirement also higher farmer need cope induced water scarcity future selecting suitable sowing date maize earliness soil type cultivate maize
12,Modern maize hybrids in Northeast China exhibit increased yield potential and resource use efficiency despite adverse climate change,WOS:000314219700023,impact global change food security serious concern breeding novel crop cultivar adaptable one potential solution approach requires understanding complex adaptive trait condition in plant growth nitrogen n uptake yield relation climatic resource use efficiency nine representative maize cultivar released 1973 2000 china investigated 2 year field experiment three n application hybrid maize model used simulate maize yield potential period 1973 2011 during past four decade total thermal time growing degree day increased whereas total precipitation sunshine hour decreased led reduction maize potential yield average 12 9 across different hybrid however potential yield individual hybrid increased 118 5 similar kg similar ha 1 similar yr 1 increasing year release from 1973 2000 use efficiency sunshine hour thermal time precipitation resource increased 37 40 41 respectively late developed hybrid showed le reduction yield potential current condition old cultivar indicating new condition since mid 1990s however yield impact exhibited little even slight worsening new cultivar modern breeding increased ear fertility grain filling rate delayed leaf senescence without modification net photosynthetic rate trade associated delayed leaf senescence decreased grain n concentration rather increased plant n uptake therefore n agronomic efficiency increased simultaneously it concluded modern maize hybrid tolerate climatic change mainly constitutively optimizing plant productivity maize breeding program future pay attention cope limiting factor specifically
13,Adapting rainfed rice to climate change: a case study in Senegal,WOS:000691582600001,rainfed crop production predominates west africa rice important staple food especially senegal scope increase rice production irrigated condition uncertain rainfed rice therefore key component regional food security impelling agronomist ass impact rainfed rice yield design rainfed rice ideotypes suited future scenario dssat csm cere rice model thus calibrated evaluated 19 agronomic experiment conducted 2012 2013 2014 6 location 21 cultivar two fertilization level 20 80 kg n ha 1 simulation carried crop model forced downscaled projection seven model without considering impact increase atmospheric co2 using ensemble global circulation model two representative concentration pathway rcp2 6 rcp8 5 simulated rice yield divided two century rcp8 5 stagnated rcp2 6 elevated co2 significantly increased yield effect could offset yield decline due elevated temperature cultivar longer vegetative phase greater temperature tolerance better adapted current cultivar using new cultivar recommended fertilization rate 80 kg n ha 1 could offset yield decline due for first time bring together based process based crop model handling crop response elevated co2 large set field experiment date projection provide useful insight plausible impact rainfed rice senegal ii identify cultivar characteristic relevant future possible climate our finding help set priority breeding resilient cultivar region
14,Effects of intercropping sunn hemp into maize at different times and densities on productivity under rainwater harvesting technique,WOS:000871973500001,maize major food crop sub saharan africa ssa productivity affected adaptive sustainable management practice a 2 year field 2019 20 2020 21 growing season carried evaluate effect sunn hemp crotalaria juncea l living mulch management maize zea may l production three sunn hemp planting period simultaneous maize planting p1 v15 maize growth stage p2 r1 maize growth stage p3 three density 16 1 plant 2 d1 low 32 1 plant 2 d2 medium 48 1 plant 2 d3 high intercrop component planted split plot treatment arrangement additive series three replication laid randomized complete block design field rainwater harvesting irwh technique growing season condition revealed significant difference rainfall distribution therefore planting period highly significant p 0 001 effect sunn hemp biomass lsd value 610 2 kg ha 1 showing highest obtained p2 2636 7 kg ha 1 compared p3 811 3 kg ha 1 however p3 treatment resulted maize grain yield penalty yield follows p3 2775 2 kg ha 1 sole maize 3263 8 kg ha 1 p2 3281 9 kg ha 1 p1 3287 8 kg ha 1 p2 yielded significantly p 0 05 high income equivalent ratio 2 09 indicating 109 advantage increasing farmer income integrating sunn hemp till area irwh p1 p2 sunn hemp planting period viable option smallholder farmer summer rainfall region improve economic benefit
15,An Assessment of Proso Millet as an Alternative Summer Cereal Crop in the Mediterranean Basin,WOS:000775382000001,proso millet panicum miliaceum l cereal well known ability successfully grown drought intense heat condition thus sustaining food security arid region considering trend increasing drought severity expected future southern europe solution need found enhance resilience agroecosystems effect from perspective proso millet introduction could represent interesting tool reducing water consumption grain production providing new resource farmer aim characterize proso millet adaptability drought low input field condition mediterranean environment especially considering water related trait water use efficiency limited water demanding crop yield stability contribute resilience agroecosystems a three year field crop experiment conducted northern italy ass proso millet performance term productivity water status rainfed agriculture condition it compared conventional irrigated corn typical summer cereal area all year experimentation characterized adverse meteorological trend full manifestation uncertainty despite different condition agro meteorological point view proso millet showed non irrigated condition stable yield water use efficiency average 0 30 kg 2 1 83 kg 3 respectively good agronomic performance proso millet therefore seems offer interesting trait reintroduction european side mediterranean basin representing resource farmer moreover shortness proso millet life cycle average 108 day allows used catch crop event major crop failure event becoming likely scenario furthermore possibility producing grain saving water production input even hot dry year increase sustainability agricultural production resilience agroecosystems
16,Assessment of climate change impact on rice yield and water footprint of large-scale and individual farming in Thailand,WOS:000537423900008,large scale farming participation large scale agricultural extension program individual farming participation two farming management practice rice cultivation thailand cause significant water consumption degradation vulnerable however given influence grain yield water resource availability fully understood type farming management practice adaptive aim evaluate capability large scale individual farming simulating rice yield change future climatic condition estimating impact water footprint wf rice production rice management practice obtained large scale individual farming five general circulation model rcp4 5 rcp8 5 scenario four future time period used future projection simulation result show remarkable increase rice yield individual large scale farming rcp4 5 ranging 1 3 29 8 2 0 30 8 respectively whereas fluctuates 11 7 29 0 8 3 20 8 rcp8 5 individual large scale farming respectively projected total wf rice production rcp4 5 decline ranging 10 0 43 0 0 5 67 0 individual large scale farming respectively conversely rcp8 5 show fluctuation projected total wf 26 5 63 3 51 1 60 0 individual large scale farming respectively total wf mainly grey wf large scale farming lower individual farming increase rice yield rcp4 5 due increment temperature precipitation resulting decrease total wf vice versa rcp8 5 large scale farm highlighted adopting appropriate management practice rice production maintain rice yield reduce grey wf
17,Assessing Growth and Water Productivity for Drip-Irrigated Maize under High Plant Density in Arid to Semi-Humid Climates,WOS:000757280800001,determining water productivity maize great significance ensuring food security coping in 2018 2019 conducted field trial arid area changji semi arid area qitai semi humid area xinyuan hybrid xy335 selected experiment planting density 12 0 x 10 4 plant ha 1 five irrigation amount set result showed yield biomass transpiration varied substantially significantly experimental site irrigation year likewise water use efficiency wue biomass wueb yield wuey affected factor including significant interaction normalized water productivity wp maize increased significantly increase irrigation wp film mulched drip irrigation maize 37 81 g 2 1 varied significantly site irrigation interaction conclude wp differs conventional parameter water productivity useful parameter assessing attainable rate film mulched drip irrigation maize growth yield arid area semi arid area semi humid area parametric aquacrop model accurate simulating soil water film mulching however suitable prediction canopy coverage cc irrigation treatment
18,High-precision laser scanning system for capturing 3D plant architecture and analysing growth of cereal plants,WOS:000336112200001,securing global food supply coping requires new plant breeding approach selection favourable genotype accomplished introducing new non destructive measuring technique allow quantifying growth process plant longer period time phenotyping use high precision laser scanner coupled moveable articulated measuring arm directly obtain 3d data non invasively sub millimetre scale investigated enabled reconstruction single barley organ leaf stem well architecture whole barley plant decimetre scale added data analysing process enabled multiple morphological plant parameter simultaneously derived one scanning process highly correlated r 2 0 85 0 97 manually obtained parameter reference measurement by scanning every 2 3 day organ specific growth monitoring single leaf area single stem height established first time cereal cumulated parameter leaf area stem height plant volume allowed growth dynamic barley quantified tillering ended a example drought effect due reduced irrigation shown smallest significant difference dated precisely fineness laser scanning measurement system indicated appropriateness high precision phenotyping plant breeding well detailed morphological measuring question field biology agronomy
19,"Effects of Dense Planting with Less Basal N Fertilization on Rice Yield, N Use Efficiency and Greenhouse Gas Emissions",WOS:000366737400003,rice cropping innovation high yield high n use efficiency nue low greenhouse gas ghg emission significant ensuring food security coping objective investigate comprehensive effect dense planting le basal n application dr rice yield nue ghg emission field experiment conducted three site china shenyang danyang jinxian representing annual single rice cropping system wheat rice cropping system double rice cropping system respectively four planting density 25 50 75 100 higher time correspondingly 25 50 75 100 le basal n rate e dr1 dr2 dr3 dr4 correspondingly relative traditional cropping high yield ck across three tested site dr1 mode showed large potential nue enhancement 19 6 ghg emission mitigation 12 2 area yield scaled similar rice yield compared ck however increase planting density decrease basal n application caused significant reduction rice yield large increase ghg emission our result provide important reference rice cropping innovation integrated goal food security environmental health mitigation china
20,"Adaptability Mechanisms of Japonica Rice Based on the Comparative Temperature Conditions of Harbin and Qiqihar, Heilongjiang Province of Northeast China",WOS:000723757400001,japonica rice considerably impacted mainly regarding temperature variation adjusting crop management practice based assessment adaptability mechanism take full advantage resource growing season important technique japonica rice changed condition based adaptability mechanism japonica rice temperature environmental variable theoretical practical significance constitute theoretical foundation sustainable japonica rice production system a contrived arranged method replacing time space four different japonica cultivar namely longdao 18 longdao 21 longjing 21 suijing 18 carried harbin qiqihar year 2017 2019 confer adaptability mechanism term growth yield quality formation grain filling material superior inferior grain mainly middle phase shared nearly 60 whole grain filling process maximum yield noticed longdao 18 harbin qiqihar 9500 13 250 kg ha respectively yield contributing component fertile tiller number grain per panicle 1000 grain weight higher qiqihar therefore potential get higher yield data grain filling component demonstrated filling intensity duration qiqihar contributive increase grain yield whereas limiting agent limit yield harbin dry weight inferior grain varietal difference duration time day anthesis small across cultivar site nearly 85 variation maximum time anthesis could justified mean atmospheric temperature especially mean minimum temperature mean onset anthesis earliest longdao 21 harbin whereas latest longdao 18 qiqihar maximum time end anthesis longest duration anthesis taken longdao 18 e 9 0 hasr 4 2 h respectively chalkiness brown rice percentage elevated qiqihar showing harbin produced good quality rice investigated adaptability mechanism japonica rice varying temperature condition distinguish stress tolerance feature future sustainability profitability nec it concluded adaptive value anthesis especially regarding t min moreover earlier transplantation may produce tall plant result demonstrated high temperature onset anthesis start day enhanced escape high temperature later day early transplantation recommended nec earlier anthesis humid day rendered potential escape high ambient temperature later day temperature influenced japonica rice significantly coherently whereas influence growing season precipitation significant daily mean sunshine influenced japonica rice significantly impact le spatially coherent result foregrounded response japonica rice external driving factor focusing ignored socioeconomic suggesting emphasis driving factor target future render important insight japonica rice adapt mid high latitude region
21,Climatic suitability and spatial distribution for summer maize cultivation in China at 1.5 and 2.0 degrees C global warming,WOS:000472946200009,evaluating climatic suitability crop cultivation lay foundation agriculture coping scientifically herein analyse change climatically suitable distribution summer maize cultivation china 1 5 degree
22,"Registration of 'CRIS-129', an Early-Maturing, Heat-Tolerant, and High-Yielding Cotton Cultivar",WOS:000408564300004,cris 129 reg no cv 134 pi 682095 early maturing high yielding heat tolerant upland cotton gossypium hirsutum l cultivar cris 129 developed central cotton institute sakrand pakistan conventional breeding pedigree selection method result cross cim 70 b 909 cris 129 performed much better commercial cultivar series experiment conducted cotton station grower field in 2 yr national coordinated varietal trial conducted across pakistan cris 129 exhibited broad range climatic adaptability in july 2014 presented technical sub committee approval crop variety technique director general sindh tandojam discussion recommendation approved provincial seed council november 2014 general cultivation sindh province
23,Shifting planting date of Boro rice as a climate change adaptation strategy to reduce water use,WOS:000453643900014,suitable strategy dry season boro rice cultivation future scenario important future food security bangladesh assessed effect shifting trans planting date dry season boro rice strategy focus water requirement future scenario potential crop water requirement effective rainfall irrigation requirement satisfy crop evapo transpiration boro rice estimated using cropwat 8 0 early normal late planting date 2050s 2080s future scenario constructed using five global circulation model gcm output rcp 4 5 8 5 statistical downscaling bias correction number day exceeding threshold temperature maximum 35 degree
24,A metabolome-based core hybridisation strategy for the prediction of rice grain weight across environments,WOS:000465086900008,marker based prediction hold great promise improving current plant animal breeding efficiency however predictability complex trait always severely affected negative factor including distant relatedness environmental discrepancy unknown population structure indeterminate number predictive variable in utilised two independent f 1 hybrid population year 2012 2015 predict rice thousand grain weight tgw using parental untargeted metabolite profile partial least square regression method a stable predictive model tgw built based hybrid population 2012 r 0 75 failed properly predict tgw hybrid population 2015 r 0 27 after integrating hybrid population training set tgw hybrid could predicted largely dependent population structure then core hybrid population determined principal component analysis tgw hybrid environment successfully predicted r 0 60 moreover adjusting population structure number predictive analytes increased tgw predictability hybrid 2015 r 0 72 our demonstrates tgw f 1 hybrid across environment accurately predicted based parental untargeted metabolite profile core hybridisation strategy rice metabolic biomarkers identified early developmental stage tissue grown experimental condition may represent workable approach towards robust prediction major agronomic trait adaptive variety
25,Agroforestry as a pathway to agricultural yield impacts in climate-smart agriculture investments: Evidence from southern Malawi,WOS:000506719100009,agroforestry widely promoted delivering main food security objective smart agriculture csa also increasing resilience mitigating yet rigorous estimate impact pathway agricultural yield csa intervention remain limited here analyze maize yield effect agroforestry within large csa project funded u agency international development implemented 2009 2014 southern malawi using original survey data 808 household across five district apply double hurdle specification control function approach account endogeneity csa program participation intensity agroforestry fertilizer tree proxy agroforestry adoption area find positive statistically significant yield effect csa program participation intensity agroforestry fertilizer tree maize yield increased average 20 participation 2 intensity fertilizer tree modest useful result implication increasing agricultural productivity among smallholder farmer sub saharan africa elsewhere more broadly result show incorporating agroforestry csa intervention could enhance agricultural yield among smallholder farmer face crucial aspect sustainable development goal hunger
26,Evidence and perceptions of rainfall change in Malawi: Do maize cultivar choices enhance climate change adaptation in sub-Saharan Africa?,WOS:000373310600025,getting farmer adopt new cultivar greater tolerance coping climatic extreme variability considered one way adapting agricultural production however successful occur accurate recognition understanding signal key stakeholder farmer seed supplier agricultural extension service essential precursor present evidence based fieldwork smallholder maize producer national seed network stakeholder malawi 2010 2011 assessing understanding rainfall change decision making maize cultivar choice our finding show preference short season maize cultivar increasing based perception season length growing shorter due assumption growing shorter season crop represents good strategy adapting drought however meteorological record two area present evidence shortening season significant rainfall characteristic suggesting short season cultivar may suitable option area demonstrates danger oversimplified information guiding change farmer decision making cultivar choice
27,The Influence of Biochar and Solid Digestate on Rose-Scented Geranium (Pelargonium graveolens L'Her.) Productivity and Essential Oil Quality,WOS:000472668300049,in recent year biochar generated global interest area sustainable agriculture main positive effect biochar observed remarkable nutrient rich feedstock used initial pyrolysis material e anaerobic digestate in influence solid anaerobic digestate biochar produced slow pyrolysis solid digestate evaluated comparing difference crop growth performance pelargonium graveolens experiment conducted greenhouse using three different growth medium e solid digestate biochar vermiculite result indicated pyrolysis solid digestate caused reduction bulk density 52 increase ph 16 electrical conductivity 9 5 derived biochar ii best crop performance number leaf number total branch plant dry weight found using biochar particularly plant dry weight 11 4 essential oil content 9 4 iii essential oil quality slightly affected growth medium however main chemical component found within acceptable range set international standard trade iv biochar induced presence leaf chlorosis pelargonium graveolens
28,"Perceived livelihood impacts and adaptation of vegetable farmers to climate variability and change in selected sites from Ghana, Uganda and Nigeria",WOS:000496241400001,in wake deepened situation changing clear understanding perceived impact variability livelihood vegetable farmer western eastern africa readily available critical sustainable vegetable production africa development planning vulnerability assessment utilised using multi stage sampling procedure 193 vegetable farmer selected site prominent vegetable production uganda ghana nigeria used data analysed using descriptive statistic analysis variance linear regression alpha 0 05 awareness variability high among respondent three country highest among respondent uganda 78 3 awareness highest long dry spell x bar 1 90 drought x bar 1 81 lowest harmful gas emission x 0 76 change variability trend perceived highest term flood volume damage caused flood farmland nigeria x 3 85 uganda x 5 0 term increased temperature ghana x 4 93 impact related change vegetable farming high ghana 98 3 nigeria 46 6 low uganda 5 0 awareness beta 0 14 perception beta 0 15 use strategy beta 0 10 household size beta 0 19 predicted perceived impact variability among vegetable farmer vegetable farmer nigeria ghana uganda affected differently variability farmer country also different priority strategy locality specific strategy would help ease farmer burden due
29,Climate adaptive rice planting strategies diverge across environmental gradients in the Indo-Gangetic Plains,WOS:000894067500001,timing rice planting profound influence productivity rice wheat cropping pattern indo gangetic plain igp system provides foundation food security south asia nevertheless strategy adaptive rice planting rapidly changing well established in ex ante analysis regional gridded crop model simulation deployed investigate impact different rice planting strategy system level productivity resilience environmental benefit our result suggest synchronizing rice planting date monsoon onset substantially outperforms farmer practice 41 static state recommendation eastern igp however planting long duration rice monsoon onset ineffective northwestern igp since later arrival monsoon increase probability cold damage rice terminal heat stress wheat here fixed planting date 12 5 planting medium duration variety monsoon onset 18 performed best conclude resilient productive rice planting strategy must account interannual weather variability divergent condition across sub region igp
30,Evaluating manual conservation agriculture systems in southern Africa,WOS:000384383600012,future threat variability accelerated soil degradation southern africa increased need sustainable smart agriculture practice manual system conservation agriculture ca based seeding planting basin direct seeding technique received increased attention last decade however critical pro con different manual seeding system different agro ecology lacking aim analysing different manual seeding system area extending central mozambique central malawi result show ca system perform differently contrasting agro ecological environment direct seeded treatment greater maize yield conventional tillage practice average 12 27 outperformed conventional practice nine fourteen yield comparison basin planted treatment performed well sofala manica 15 yield penalty 9 tete strongest factor influencing maize grain yield variable area manica sofala quality season location whereas tillage treatment location important higher rainfall area tete direct seeding system yielded treatment area higher rainfall responded better favourable environment conventional tillage practice ca system especially direct seeding malawi manica sofala showed greater financial return investment labour productivity due reduced labour cost higher yield labour saving 43 labour day ha 1 could achieved direct seeded treatment malawi result clearly highlight need site specific recommendation ca system different agro ecological environment blanket recommendation one ca system across many agroecologies often done past lead underperformance ca area rejection smallholder farmer yield benefit achieved
31,A Community Capitals Assessment of Climate Adaptations to Traditional Milpa Farming Practices in Mayan Communities of Southern Belize,WOS:000894461800001,exacerbated food livelihood insecurity mayan milpa farmer central america for century milpa farming sustainable subsistence however last 50 year milpas become le reliable due accelerating resource degradation declining market poverty factor increasing smart agriculture csa practice may needed using interview extension leader milpa farmer belize qualitative examines capacity increasing csa aspect existing traditional milpa practice specifically burn mulching soil enrichment use cover plant applying modified community capital framework find four key capital perceived farmer agriculture extension leader barrier increasing csa practice recommendation reduce key barrier include reinstating market crop buying program easing border custom restriction governance justice financial capital improving road cellular access farmer infrastructure capital increasing budget resource agriculture extension service building farmer capacity csa practice mulching soil enrichment cover plant human capacity capital reducing barrier key capital facilitate increase milpa csa practice crop productivity promote food livelihood security enable resilience mayan milpa community belize
32,Agricultural Adaptation to Reconcile Food Security and Water Sustainability Under Climate Change: The Case of Cereals in Iran,WOS:000863040200001,in simulate crop yield water footprint wf major food crop iran irrigated rainfed croplands historical future ass effect three agricultural strategy term potential blue water saving evaluate extent saving reduce unsustainable blue wf find cereal production increase irrigated rainfed croplands 2 6 3 1 1 4 2 3 million yr 1 respectively due increased yield 6 6 78 7 simultaneously unit wf 3 1 tends decrease scenario however annual consumptive water use increase irrigated rainfed croplands 0 3 1 8 0 5 1 7 billion 3 yr 1 respectively noticeable arid region consumptive water use increase roughly 70 off season cultivation effective strategy alleviate additional pressure blue water resource blue water saving 14 15 billion 3 yr 1 second effective wf benchmarking result blue water saving 1 1 3 5 billion 3 yr 1 early planting strategy le effective still lead blue water saving 1 7 1 9 billion 3 yr 1 in order effectiveness three strategy reduce blue water scarcity unsustainable blue water use iran current condition however find strategy mitigate water scarcity province per se month year
